f_id,i_id,precision,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_10,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_qda_50,ela_level.lda_mda_50,ela_level.qda_mda_50,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ic.h.max,ic.eps.s,ic.eps.max,ic.eps.ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init
3,1,8.608402932341505,0.6862999999999999,0.74425,0.79005,0.8585499999999999,0.6844,0.7432,0.7896000000000001,0.85945,-3.97265,-3.23955,-2.6597,-1.7917999999999998,-4.0039,-3.2575000000000003,-2.6691000000000003,-1.7827,0.3974,187.11495000000002,1.3130000000000002,35.994150000000005,26.19025,0.4073,0.922,21.611800000000002,0.97885,0.1024,0.06795000000000001,0.094,1.48955,1.08685,0.7316,0.21405000000000002,0.12795,0.1578,1.66525,1.35825,0.80355,0.2675,0.1512,0.1613,1.7745,1.64805,0.9310499999999999,1.12855,1.5434999999999999,2.0,0.83165,2.2673,16.077,1.4665,0.55795,0.1081,0.966,0.0991,0.0628,-0.40535,0.9,0.9,0.0909,0.9091,0.12035,0.12035,0.9989,0.15095
3,2,6.570337865566678,0.6931,0.7553,0.8052,0.88,0.6897,0.75575,0.806,0.8815,-3.88705,-3.09955,-2.46755,-1.5202,-3.9371,-3.1002,-2.4613500000000004,-1.5039500000000001,0.7213,2511.0254,1.29575,777.9603,601.7927999999999,0.7239,0.9741,213.73485,0.9926,0.09675,0.058499999999999996,0.0882,1.64415,1.0943,0.6758,0.14195,0.0993,0.11895,1.4215499999999999,1.1960000000000002,0.8405,0.0537,0.05305,0.052500000000000005,1.0215999999999998,1.0210499999999998,1.0036,1.3164500000000001,0.3224,16.0,0.7485999999999999,3.1481,30.654,1.967,0.5404,0.1015,0.9617,0.0923,0.06745000000000001,-0.2724,0.9,0.9,0.0909,0.8182,0.12065000000000001,0.12065000000000001,1.0,0.17015
3,3,7.387147469561988,0.7188,0.7767,0.81985,0.88195,0.7164,0.7746999999999999,0.819,0.8813,-3.56255,-2.8288,-2.2812,-1.4953500000000002,-3.6000500000000004,-2.8590999999999998,-2.2964,-1.5063,0.69475,2858.3609,2.2296500000000004,476.80635,216.83275,0.69785,0.959,129.6424,0.9897,0.07025,0.04145,0.06295,1.7226,1.12635,0.65655,0.12885,0.07995,0.0973,1.6123,1.3125499999999999,0.8165,0.15949999999999998,0.1127,0.1132,1.4205,1.4156499999999999,0.9983500000000001,0.9699500000000001,0.3412,5.0,0.7778499999999999,2.988,77.0703,2.2472,0.53925,0.09385,0.9616,0.089,0.0681,-0.3523,0.9,0.9,0.0909,0.8182,0.1197,0.1197,1.0,0.16875
3,4,6.746221063528151,0.69555,0.75515,0.8016,0.8713,0.69455,0.75385,0.80155,0.8719,-3.85635,-3.1014,-2.513,-1.63,-3.8756500000000003,-3.12395,-2.51835,-1.6254499999999998,0.5791999999999999,1239.88915,1.77215,214.46365,124.72715,0.5833,0.92,64.4005,0.9876,0.09575,0.06195,0.08885,1.55465,1.0889000000000002,0.6930499999999999,0.17005,0.11745,0.1395,1.4517,1.22845,0.83415,0.17754999999999999,0.11399999999999999,0.11185,1.56765,1.5861999999999998,1.0097,1.4880499999999999,1.8605,7.5,0.7804,2.7678,27.9542,1.8669,0.55155,0.11315,0.96335,0.0996,0.06584999999999999,-0.34205,0.9,0.9,0.0909,0.8182,0.12085,0.12085,0.9999,0.1617
3,5,6.33036394818977,0.68285,0.7381500000000001,0.7829,0.8509,0.6797,0.73685,0.7827,0.85215,-4.0181000000000004,-3.3167,-2.7501499999999997,-1.88835,-4.066050000000001,-3.33925,-2.7572,-1.87585,0.47995,984.4313,2.12345,80.64595,38.91695,0.48735,0.9332,21.268949999999997,0.9861,0.1025,0.0742,0.0979,1.3847999999999998,1.05385,0.76325,0.21775,0.1386,0.1847,1.57355,1.17845,0.7504500000000001,0.25,0.17095,0.21200000000000002,1.4611999999999998,1.1755,0.8043,1.0042499999999999,0.9264,1.0,0.8298000000000001,2.3674,24.9179,1.6867,0.56725,0.1125,0.9667,0.1081,0.06195,-0.41255,0.9,0.9,0.0909,0.9091,0.12185,0.12185,0.9995,0.15595
4,1,9.407984275349662,0.6980999999999999,0.7465,0.7925,0.8592500000000001,0.6957500000000001,0.7456,0.79235,0.8601000000000001,-3.8243,-3.2107,-2.6284,-1.7833,-3.8608000000000002,-3.2280499999999996,-2.6353999999999997,-1.776,0.38939999999999997,1555.80555,2.3968,402.95825,170.8444,0.3928,0.79975,122.69985,0.9585,0.1001,0.0908,0.1005,1.10125,0.9963,0.9015500000000001,0.24914999999999998,0.1747,0.2174,1.43275,1.1446,0.79975,0.2773,0.1908,0.22644999999999998,1.4597,1.2182499999999998,0.84,1.82885,2.7714499999999997,11.0,0.7556499999999999,3.1882,40.421,2.2472,0.5778,0.1152,0.96255,0.1034,0.0673,-0.3385,0.9,0.9,0.0909,0.9091,0.11965,0.11965,1.0,0.14945
4,2,9.55105002263722,0.7093,0.7595000000000001,0.8088500000000001,0.87955,0.70775,0.7582,0.80775,0.8795,-3.6822,-3.04665,-2.4219,-1.5262,-3.70885,-3.0686,-2.43925,-1.5294500000000002,0.6084,5382.3096000000005,4.5982,1295.835,280.6847,0.6134999999999999,0.94385,449.86965,0.9964,0.0943,0.06670000000000001,0.0875,1.3992499999999999,1.0726,0.768,0.1711,0.11895,0.13865,1.4238,1.2284,0.8567,0.17604999999999998,0.10085,0.08765,1.75955,2.0185,1.14475,1.3209499999999998,1.0735000000000001,16.0,0.73405,3.4885,168.7436,2.6276,0.55565,0.1094,0.9606,0.09625,0.06925,-0.3241,0.9,0.9,0.0909,0.8182,0.1193,0.1193,1.0,0.16285
4,3,10.33127276968014,0.69285,0.7483500000000001,0.7983,0.8665499999999999,0.68985,0.7478,0.7983,0.8672,-3.8904500000000004,-3.1875999999999998,-2.5543500000000003,-1.6905000000000001,-3.93495,-3.2002,-2.55925,-1.68395,0.5777,1650.8166999999999,0.93045,267.01155,287.1761,0.5822,0.9197,68.1235,0.9796,0.10025,0.075,0.096,1.3441999999999998,1.04755,0.78565,0.20235,0.14865,0.17835,1.3525,1.1320999999999999,0.8349500000000001,0.21805000000000002,0.17495,0.18730000000000002,1.2465,1.16045,0.9309,1.40775,1.28935,6.5,0.7987,2.8078,38.5999,1.9469,0.567,0.1081,0.9632499999999999,0.0983,0.06615,-0.34255,0.9,0.9,0.0909,0.8182,0.12025,0.12025,0.9999,0.16315000000000002
4,4,8.018751487519403,0.6931499999999999,0.74715,0.7947,0.8688,0.6928000000000001,0.74655,0.7949999999999999,0.8693,-3.88715,-3.2032499999999997,-2.60065,-1.66225,-3.89745,-3.2158499999999997,-2.60205,-1.6585999999999999,0.5671999999999999,3107.7627,4.0708,782.97515,191.90025,0.57165,0.9124,448.318,0.985,0.1027,0.08225,0.10085,1.25895,1.0209000000000001,0.813,0.22955,0.1512,0.1891,1.5173,1.2184,0.7992,0.19565,0.1447,0.14250000000000002,1.3548,1.37565,1.01395,1.41215,1.2149,16.0,0.7274499999999999,3.2683,41.374449999999996,2.3773999999999997,0.56495,0.10585,0.9615,0.0984,0.06814999999999999,-0.31805,0.9,0.9,0.0909,0.8182,0.12145,0.12145,1.0,0.16085
4,5,8.364157962618108,0.6980500000000001,0.75005,0.7967500000000001,0.8639,0.69665,0.7502500000000001,0.79715,0.86475,-3.82515,-3.1658999999999997,-2.5751,-1.7243,-3.8506,-3.1688,-2.57435,-1.71635,0.52215,2867.22635,2.3224,802.1597,346.08445,0.5285,0.89595,220.24644999999998,0.9874,0.1,0.0959,0.1,1.043,1.0,0.9581999999999999,0.275,0.18009999999999998,0.23954999999999999,1.5274,1.1496499999999998,0.7524,0.21484999999999999,0.1518,0.15675,1.408,1.361,0.9646999999999999,1.724,2.1047,10.5,0.73385,3.3483,27.9542,2.3073,0.5696,0.10744999999999999,0.9619,0.1041,0.0678,-0.28959999999999997,0.9,0.9,0.0909,0.9091,0.12135,0.12135,1.0,0.1589
5,1,0.6752792582231919,0.8358000000000001,0.8661,0.8945000000000001,0.9326,0.83445,0.86595,0.8949,0.93205,-2.0801499999999997,-1.6961499999999998,-1.3369,-0.85365,-2.10105,-1.70085,-1.33365,-0.8623,1.0,195.1376,1.0,10.0,10.0,1.0,1.0,16.3613,1.0,0.03635,0.01985,0.0322,1.83575,1.11175,0.6093999999999999,0.0132,0.02475,0.028499999999999998,0.5338,0.46555,0.8533999999999999,0.0164,0.022,0.0224,0.75075,0.7478,0.9662,0.0095,-0.2946,1.0,0.82665,1.0861,2.3193,0.5656,0.51555,0.08205,0.94695,0.09845000000000001,0.08574999999999999,-0.33804999999999996,0.9,0.9,0.0909,0.8182,0.11960000000000001,0.11960000000000001,0.96515,0.18315
5,2,0.6473070536106889,0.82255,0.8585,0.88835,0.93305,0.8208,0.85795,0.8883,0.93255,-2.24785,-1.79275,-1.4147500000000002,-0.8478,-2.27325,-1.80195,-1.4178,-0.8563000000000001,1.0,860.3376,1.0,10.0,10.0,1.0,1.0,11.548,1.0,0.03555,0.01935,0.0319,1.7723499999999999,1.1026500000000001,0.6156999999999999,0.0132,0.0249,0.027549999999999998,0.52205,0.4712,0.88395,0.0187,0.0241,0.0248,0.79405,0.7706500000000001,0.9823,0.0189,-0.29325,1.0,0.82685,1.0861,2.3193,0.5656,0.5159499999999999,0.07744999999999999,0.94725,0.09670000000000001,0.0857,-0.33604999999999996,0.9,0.9,0.0909,0.8182,0.11985000000000001,0.11985000000000001,0.96545,0.1839
5,3,0.8001306379199491,0.8289,0.8642,0.8909,0.9331499999999999,0.8298000000000001,0.86425,0.8906499999999999,0.9326,-2.1671,-1.72035,-1.3820000000000001,-0.8472500000000001,-2.15965,-1.7225000000000001,-1.3876,-0.8555,1.0,271.0576,1.0,10.0,10.0,1.0,1.0,17.2499,1.0,0.03495,0.0195,0.0319,1.75,1.1124,0.6125499999999999,0.01415,0.02665,0.02855,0.51385,0.46325000000000005,0.9187000000000001,0.017,0.0224,0.022949999999999998,0.7577499999999999,0.716,0.96115,0.0017,-0.2629,1.0,0.82755,1.0861,2.3193,0.5656,0.5136499999999999,0.08085,0.9474,0.09255,0.08555,-0.34099999999999997,0.9,0.9,0.0909,0.8182,0.11995,0.11995,0.96485,0.1826
5,4,0.980454323361073,0.82725,0.86465,0.8914500000000001,0.9335,0.8259,0.8634,0.8907,0.93295,-2.1879,-1.71465,-1.3749500000000001,-0.8426,-2.20905,-1.7339,-1.38705,-0.8508,1.0,1146.0176,1.0,10.0,10.0,1.0,1.0,19.744500000000002,1.0,0.03475,0.01925,0.03215,1.8327499999999999,1.0806,0.59415,0.01235,0.025849999999999998,0.0286,0.4884,0.4364,0.8923,0.018,0.024,0.022949999999999998,0.7664500000000001,0.7745,1.01805,-0.0021,-0.29669999999999996,1.0,0.82665,1.0861,2.3193,0.5656,0.51345,0.0744,0.9471,0.08965000000000001,0.08560000000000001,-0.33835000000000004,0.9,0.9,0.0909,0.8182,0.121,0.121,0.9652000000000001,0.1843
5,5,1.4805972006281536,0.82745,0.86545,0.896,0.9347,0.82805,0.8649,0.8958999999999999,0.9341999999999999,-2.1853,-1.7046999999999999,-1.31735,-0.82745,-2.1816,-1.71435,-1.3207,-0.8345,1.0,166.8976,1.0,10.0,10.0,1.0,1.0,31.014200000000002,1.0,0.034100000000000005,0.0183,0.031700000000000006,1.7766000000000002,1.0699999999999998,0.60005,0.0132,0.025349999999999998,0.028450000000000003,0.5140499999999999,0.48415,0.9066000000000001,0.018000000000000002,0.02375,0.0231,0.7438,0.74685,1.0086,-0.0078000000000000005,-0.2803,1.0,0.827,1.0861,2.3193,0.5656,0.51135,0.0744,0.94705,0.08655,0.0856,-0.3383,0.9,0.9,0.0909,0.8182,0.11985,0.11985,0.96535,0.1844
6,1,6.948817668407411,0.75205,0.80325,0.8408500000000001,0.8972,0.7482,0.8009999999999999,0.83945,0.89615,-3.14095,-2.4918500000000003,-2.0157499999999997,-1.30225,-3.1960499999999996,-2.5244999999999997,-2.03695,-1.31705,0.8080499999999999,639231.52425,4567.7320500000005,79676.04139999999,17.01685,0.90905,0.8738,2.77775,0.9756,0.07085,0.0431,0.06375,1.6595,1.11245,0.6793,0.11025,0.07339999999999999,0.0866,1.48495,1.2539500000000001,0.84145,0.11515,0.08804999999999999,0.0963,1.3115999999999999,1.2008999999999999,0.91255,0.8314999999999999,0.6434,14.0,0.8140000000000001,5.1502,16952.3234,4.5295,0.52395,0.0859,0.9595,0.0858,0.0711,-0.32989999999999997,0.9,0.9,0.0909,0.8182,0.12004999999999999,0.12004999999999999,1.0,0.17370000000000002
6,2,7.069562432080996,0.7410000000000001,0.78745,0.82715,0.8842,0.7349,0.78375,0.82385,0.8826499999999999,-3.28095,-2.6923000000000004,-2.1901,-1.4672999999999998,-3.36415,-2.74465,-2.2360499999999996,-1.48935,0.7195,546795.2076,2298.11315,48972.706300000005,22.1805,0.8483499999999999,0.8276,5.0007,0.96805,0.07605,0.05005,0.07039999999999999,1.5224,1.07725,0.7061,0.13940000000000002,0.0902,0.11845,1.53295,1.1729,0.76195,0.15910000000000002,0.109,0.13390000000000002,1.45575,1.1833,0.81055,0.8874,0.88435,15.0,0.81855,5.1101,15459.2774,4.4695,0.52995,0.09659999999999999,0.963,0.09259999999999999,0.0672,-0.34165,0.9,0.9,0.0909,0.8182,0.11945,0.11945,1.0,0.16925
6,3,6.023880757163624,0.72715,0.78365,0.82865,0.88985,0.72375,0.7812,0.827,0.8895500000000001,-3.4565,-2.7405,-2.17015,-1.39475,-3.5054,-2.77615,-2.1951,-1.4011,0.7686,696075.5481499999,14515.6235,53495.587700000004,3.6469,0.86025,0.8737999999999999,3.6384499999999997,0.97105,0.07250000000000001,0.046450000000000005,0.0666,1.52895,1.0883,0.71305,0.1235,0.08015,0.10185,1.50785,1.2079499999999999,0.7979499999999999,0.14834999999999998,0.10085,0.12395,1.4439000000000002,1.19455,0.8228500000000001,0.7514000000000001,0.62205,14.0,0.8187,5.1502,16188.5969,4.5295,0.53025,0.09509999999999999,0.9622,0.0884,0.06805,-0.34535,0.9,0.9,0.0909,0.8182,0.1202,0.1202,1.0,0.17104999999999998
6,4,6.388095646623967,0.7502,0.79735,0.8379,0.89445,0.74545,0.79325,0.83595,0.89335,-3.1643499999999998,-2.5671,-2.0534999999999997,-1.3373,-3.23055,-2.62345,-2.0815,-1.3529499999999999,0.8041,976960.72435,3977.5735,85399.0073,21.673000000000002,0.9083,0.8794,4.387700000000001,0.98425,0.06765,0.0391,0.061149999999999996,1.7346499999999998,1.1125500000000001,0.63715,0.1135,0.06975,0.09085,1.6444999999999999,1.23685,0.76495,0.13,0.08625,0.10665,1.5066,1.2383,0.8216,0.6343,0.2355,17.0,0.8159000000000001,5.24025,22353.6965,4.6296,0.5248,0.0947,0.96115,0.09045,0.06945000000000001,-0.33935000000000004,0.9,0.9,0.0909,0.8182,0.11985,0.11985,1.0,0.1745
6,5,7.039488290472491,0.7758499999999999,0.8105500000000001,0.8443,0.8933,0.77215,0.8086,0.8423,0.89225,-2.8385,-2.3996,-1.97265,-1.3515000000000001,-2.8916,-2.42875,-2.0021500000000003,-1.36765,0.56255,271829.35360000003,2043.9624,30095.7391,14.7771,0.74465,0.7253000000000001,2.9747500000000002,0.9312,0.0795,0.055150000000000005,0.0733,1.43485,1.0784,0.764,0.1585,0.1062,0.12915,1.4804,1.2284000000000002,0.82075,0.2099,0.1376,0.1593,1.5333,1.3153000000000001,0.8623000000000001,1.0861,1.5388000000000002,11.0,0.8086,4.99,10209.6066,4.2893,0.5383,0.091,0.962,0.0955,0.0688,-0.351,0.9,0.9,0.0909,0.9091,0.1192,0.1192,1.0,0.1616
7,1,1.9265947107677022,0.7893,0.8302499999999999,0.86075,0.90745,0.7834,0.8269,0.85795,0.9055,-2.66885,-2.15015,-1.7640500000000001,-1.1724,-2.7483500000000003,-2.1965500000000002,-1.8024,-1.19875,0.6837,1720.3069500000001,2.40965,183.26704999999998,72.4473,0.92205,0.762,4.9238,0.99735,0.10464999999999999,0.047700000000000006,0.0944,2.20125,1.10355,0.50525,0.16754999999999998,0.0781,0.1123,2.0979,1.47825,0.70865,0.1491,0.08299999999999999,0.0917,1.80935,1.62255,0.9059999999999999,1.20105,1.6640000000000001,2.0,0.81075,2.6276,48.6056,1.9469,0.5324,0.0927,0.95895,0.0897,0.07195,-0.32105,0.9,0.9,0.0909,0.8182,0.121,0.121,0.9999,0.1674
